FIPS,county,IRR2000,IRR2010,pct_change_proprietors_2000_2017,proprietors_2000,proprietors_2017,pct_proprietors_employment_2000,pct_proprietors_employment_2010,pct_proprietors_employment_2017,total_employment_2017,wage_salary_jobs_2017,pct_change_pro_emp_2000_2017,pct_change_pro_emp_2010_2017,pct_broadband_FCC,pct_broadband_MS,state,venturedensitymay18,venturedensitynov18,venturedensityfeb19,venturedensitysep19,venturedensityoct19,venturedensitynov19,venturedensitydec19,highlyactive_vdmay18,highlyactive_vdnov18,highlyactive_vdfeb19,highlyactive_vdsep19,highlyactive_vdoct19,highlyactive_vdnov19,highlyactive_vddec19,prosperityindex2016,prosperity2007,change_prosperity,frac_BB.sept,frac_BB.oct,frac_BB.nov,frac_BB.dec,emp_cbp_2012,est_cbp_2012,est_50_cbp_2012,est_10_cbp_2012,pct_50_est_cbp_2012,pct_10_est_cbp_2012,emp_cbp_2017,est_cbp_2017,est_50_cbp_2017,est_10_cbp_2017,pct_50_est_cbp_2017,pct_10_est_cbp_2017,emp_cbp_2018,est_cbp_2018,est_50_cbp_2018,est_10_cbp_2018,pct_50_est_cbp_2018,pct_10_est_cbp_2018,neest_nemp_2012,nonfarmneest_nemp_2012,pct_nonfarmneest_nemp_2012,neest_nemp_2017,nonfarmneest_nemp_2017,pct_nonfarmneest_nemp_2017,neest_nemp_2018,nonfarmneest_nemp_2018,pct_nonfarmneest_nemp_2018,chg_pct_nonfarmneest_nemp_2012_2018,pct_fixed_acs_2018,pct_nobroadband_acs_2018,pct_cellular_acs_2018,pct_sat_acs_2018,pct_anybroadband_acs_2018,totalemp_bea_2012,totalemp_bea_2018,salaryemp_bea_2012,salaryemp_bea_2018,proprietors_bea_2012,proprietors_bea_2018,nonfarmproprietors_bea_2012,nonfarmproprietors_bea_2018,pct_nonfarm_bea_2012,pct_nonfarm_bea_2018,pct_chg_bea_2012_2018,emp_abs_2012,firm_2012,emp_abs_2017,firm_2017,chg_firm_2012_2017,RUCC_2013,metro_desc,pctboomers_2019,pctgenx_2019,pctmilennial_2019,population_2019,pctlessthanhigh_2019,pctbachelors_2019,pctgraduate_2019,pctagriculture_2019,pctconstruction_2019,pctmanufacture_2019,pctwholesale_2019,pctretail_2019,pcttransportation_2019,pctinformation_2019,pctfinance_2019,pctprofessional_2019,pctedu_healthcare_social_2019,pctarts_ent_2019,pctother_occupation_2019,pctpublic_admin_2019,pct_self_employed_2019,venturedensity_mean,highlyactive_vd_mean,pct_broadband_mlab,pct_broadband_FCC_2019,mediandown,medianup,prom_provider,prom_tech
48251,Johnson County,0.44,0.42,0.440443049,16883,24319,0.3263,0.331,0.327317021,74298,49979,0.001,-0.0037,1,0.35,Texas,4.381633282,3.901767015,9.068577766,6.044899464,6.627378464,6.07956028,6.163223743,0.757048726,0.769943595,1.774742246,1.110407244,1.673977017,1.077641174,1.092932001,39.47927856,39.94342041,-0.464141846,0.26633150524503757,0.26194359477733997,0.2733762247124703,0.2506355804726269,34590,2606,2487,1900,0.954336147352264,0.7290867229470452,36661,2833,2710,2037,0.9565831274267561,0.7190257677373809,38136,2919,2794,2104,0.9571771154504968,0.7207947927372388,11349,9453,0.1403355106888361,13799,24234,0.3261729790842284,14539,26016,0.33817316816367915,0.9564572209793062,42,16.7,28.7,13.9,83.3,67360,76931,45630,50546,21730,26385,19004,23693,0.28212589073634203,0.30797727834033095,0.025851387603988918,31078,2024,33026,2391,367,1,Metro,0.21044040109886986,0.25706842910526284,0.25996348475972175,175817,15.200000000000003,13.1,5.3,2.9,7.9,10.6,3.5,17.7,6.4,1.1,4.8,7.5,21.5,6.2,5.9,4.1,6.9,6.038148573428572,1.179527429,0.2630717263018687,"0,5468826",25,"3,0","SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",60
48253,Jones County,0.54,0.54,0.085492228,3088,3352,0.3596,0.3459,0.418633696,8007,4655,0.059,0.0727,0.45,0.05,Texas,0.401123136,1.32872045,1.027878046,2.917403221,16.72718811,2.854256153,2.803738356,0.145423517,0.130365014,0.120336942,0.573919388,1.094246984,0.561811356,0.561811356,20.46780014,27.4192543,-6.951454163,0,0.10736134513438693,0.08342199142336888,0.02995576770165475,2557,282,273,235,0.9680851063829787,0.8333333333333334,2262,276,270,231,0.9782608695652174,0.8369565217391305,2436,263,254,209,0.9657794676806084,0.7946768060836502,1187,907,0.11105669156360964,1216,2080,0.2597726988884726,1278,2287,0.29825247782994263,1.0254036622618798,43,29,16.1,17.5,71,8167,7668,5284,4427,2883,3241,1982,2341,0.24268397208277212,0.3052947313510694,0.06261075926829726,1750,207,1618,246,39,3,Metro,0.20714036747497883,0.28173081710899767,0.32664442563362045,20083,21.599999999999994,9,2.5,9,6.3,3.8,3.8,9.5,8.4,0.9,6.6,5.1,28.6,3.1,6.1,8.8,10.4,4.008615353142857,0.4554163652857143,0.05518477606485264,"0,3771234",15,"2,0","ViaSat, Inc.",60
48255,Karnes County,0.55,0.55,0.211278195,2660,3222,0.3773,0.4015,0.339945136,9478,6256,-0.0374,-0.0616,1,0.06,Texas,0.467164963,1.18125999,0.927656174,2.146291256,1.932573199,2.30940938,2.506868124,0.204036996,0.220234916,0.193539768,0.312167429,0.528158367,0.262504444,0.276693865,45.24356079,39.97414017,5.269420624,0.11333774131869907,0.05301794821451206,0.08566730382192746,0.04942701670773034,3083,290,280,211,0.9655172413793104,0.7275862068965517,4701,346,325,244,0.9393063583815029,0.7052023121387283,5476,340,316,228,0.9294117647058824,0.6705882352941176,959,792,0.0997229916897507,970,1694,0.17872968980797638,962,1556,0.1549646449556817,0.7916033463478719,33.8,41,13.9,12.6,59,7942,10041,4822,6729,3120,3312,1965,2150,0.24741878619994964,0.2141220993924908,-0.03329668680745884,3115,273,4662,330,57,6,Nonmetro,0.18768027690532657,0.24774052945324018,0.3385680405102237,15601,23.799999999999997,11.1,3.3,12.2,9.4,6.7,2.3,11.4,9,0.8,2.9,5.1,21.5,6.1,4.9,7.6,8.7,1.638746155142857,0.2853336835714286,0.07536250251571723,"0,4780856",25,"1,5","SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",60
48257,Kaufman County,0.48,0.46,1.132885751,8639,18426,0.2736,0.3373,0.353971761,52055,33629,0.0804,0.0167,0.67,0.42,Texas,0.580345154,3.579540491,1.384243965,3.424883366,3.538433313,3.442327499,3.510166168,0.716938794,0.716265798,0.282571763,1.103966311,0.731854379,1.064132527,1.065270603,52.16792679,46.35508728,5.812839508,0.3355973433993088,0.31411074034136693,0.38978623238976995,0.3985105492594502,21029,1673,1605,1253,0.9593544530783025,0.7489539748953975,26651,1955,1868,1414,0.9554987212276215,0.7232736572890025,27278,2055,1969,1489,0.9581508515815085,0.7245742092457421,8862,7251,0.1678433369597926,10959,18850,0.362116991643454,12155,18869,0.3542276789066607,0.7341526886829369,57.6,22.4,9.2,14.9,77.6,43201,53268,27931,33573,15270,19695,12523,16999,0.28987754913080716,0.31912217466396336,0.02924462553315621,17500,1251,29482,1808,557,1,Metro,0.18762577669403763,0.26954771802517735,0.2698561922528901,136154,13.799999999999997,13.6,7.1,1.7,9.1,9.6,3.1,12.2,6.6,1.7,5.7,9.3,24.1,7.3,4.6,5.1,6.3,2.7799914222857143,0.8115714535714286,0.35950121634747395,"0,4779512",20,"3,0","ViaSat, Inc.",60
48259,Kendall County,0.52,0.51,1.760535251,5007,13822,0.3857,0.4733,0.45374565,30462,16640,0.068,-0.0196,0.89,0.7,Texas,0.543450415,8.846449852,1.025378108,3.463893414,4.096321106,3.463893414,3.472280502,1.897858381,1.886695743,0.223019734,2.288942039,0.7104882,2.18579229,2.193160169,76.03912354,76.60460663,-0.565483093,0.4514088862275954,0.48394829535412925,0.5726056516947012,0.49633306426877793,10524,1104,1069,856,0.9682971014492754,0.7753623188405797,13790,1376,1332,1063,0.9680232558139535,0.7725290697674418,14169,1411,1363,1088,0.9659815733522324,0.7710843373493976,4611,3732,0.15626831923624487,5738,10663,0.3500426761210689,5801,10667,0.34096212242288637,1.0294519924940588,70.6,13.2,11.3,7.7,86.8,23882,31285,12630,17579,11252,13706,10028,12454,0.4198978310024286,0.39808214799424646,-0.021815683008182152,7809,1013,14797,1217,204,1,Metro,0.253715924184605,0.2603993169024478,0.2110012439122093,47431,6.900000000000006,27.9,13,3.6,7.8,7.7,2.8,11.1,3,1.2,8.6,11.6,21.4,8.9,8.1,4.1,11.3,3.5588095444285712,1.6265652222857143,0.501073974386301,"0,4759043",12,"1,5","ViaSat, Inc.",60
48261,Kenedy County,0.7,0.71,0.066666667,60,64,0.1739,0.1639,0.090651558,706,642,-0.0832,-0.0732,0.07,0.01,Texas,0.537634432,0.71684587,0.71684587,1.373626351,4.984050751,1.373626351,1.373626351,0.358422935,0.179211468,0.179211468,0.549450563,0.292397648,0.549450563,0.549450563,NA,NA,NA,NA,NA,NA,NA,105,13,13,10,1,0.7692307692307693,167,19,15,8,0.7894736842105263,0.42105263157894735,146,17,14,8,0.8235294117647058,0.47058823529411764,21,4,0.006944444444444444,28,42,0.059490084985835696,24,38,0.051075268817204304,1.3928571428571428,13.9,55,29.2,1.9,45,576,744,525,662,51,82,28,55,0.04861111111111111,0.0739247311827957,0.02531362007168459,NA,NA,NA,NA,NA,9,Nonmetro,0.22772277227722773,0.22772277227722773,0.25495049504950495,404,66.3,3.1,3.6,30,5,5,0,13.6,7.7,0,0,0,19.5,0,0.9,18.2,0,1.5823222822857144,0.37965645828571426,NaN,"0,5276334",25,"3,0","ViaSat, Inc.",60
48263,Kent County,0.67,0.68,-0.075601375,291,269,0.4747,0.458,0.460616438,584,315,-0.0141,0.0026,0.79,0.17,Texas,5.697151661,1.199400306,17.39130402,0.931460023,1.281438112,0.954746544,0.94698441,0.45886147,0.299850076,2.84857583,0.155243336,0.651888907,0.147481181,0.139719015,45.19260025,39.83797455,5.354625702,NA,0.7157423008959128,0.12314674924402072,NA,174,16,16,14,1,0.875,81,13,12,12,0.9230769230769231,0.9230769230769231,78,13,9,9,0.6923076923076923,0.6923076923076923,67,34,0.05582922824302135,76,121,0.2071917808219178,61,100,0.16,1.1318815757279177,65.7,29.6,1.9,3.1,70.4,609,625,343,321,266,304,98,128,0.16091954022988506,0.2048,0.043880459770114955,174,19,60,NA,NA,9,Nonmetro,0.27165354330708663,0.2204724409448819,0.19160104986876642,762,18.700000000000003,12.4,11.2,12.3,5.2,4.9,1,14.6,1.3,0.6,8.4,1.6,32,0,2.9,15.2,6.8,4.0574978680000005,0.6716599735714286,0.41944452506996677,"0,4869411",10,"3,0","ViaSat, Inc.",60
48265,Kerr County,0.51,0.51,0.493644329,8103,12103,0.3318,0.3615,0.386331716,31328,19225,0.0545,0.0248,0.9,0.39,Texas,0.489060491,5.759825706,0.995940983,4.760370255,4.776075363,4.623439312,4.607329845,1.368709207,1.36026144,0.267300278,1.645962708,1.241272449,1.595353149,1.601104252,46.07640076,55.13027954,-9.053878784,0.29107192656847714,0.3248101203417433,0.3343838738596767,0.4326614210393392,15022,1398,1354,1054,0.9685264663805436,0.753934191702432,16671,1432,1379,1063,0.9629888268156425,0.74231843575419,16761,1466,1418,1087,0.9672578444747613,0.7414733969986358,4997,3996,0.13700884591647808,5644,9176,0.2929009193054137,5626,9939,0.30901968099990673,0.966939459801014,60.4,20.5,11.4,8.5,79.5,29166,32163,18616,19831,10550,12332,9627,11392,0.3300761160255092,0.35419581506700243,0.024119699041493248,13522,1241,16263,1211,-30,4,Nonmetro,0.29568441064638784,0.19929657794676806,0.2094106463878327,52600,11.5,16.6,9,3.3,12.8,5.6,1.2,11.7,2.7,1.6,5.6,7.5,23.9,11.7,8.2,4.2,13.2,3.7160059935714287,1.2971376404285715,0.34573183545230907,"0,4620357",15,"1,5","ViaSat, Inc.",60
48267,Kimble County,0.61,0.61,0.208530806,1266,1530,0.429,0.476,0.508305648,3010,1480,0.0793,0.0323,0.58,0.19,Texas,0.224567711,1.818998456,1.392319798,3.967254162,NA,3.9672544,3.9672544,0.303166419,0.269481242,0.291938007,0.998220965,7.758544445,0.998220965,0.919154007,32.54140091,11.70830154,20.83309937,0.11569894426283864,0.02556222503199689,0.10191455109849991,0.08986730310496424,836,129,128,101,0.9922480620155039,0.7829457364341085,891,132,131,105,0.9924242424242424,0.7954545454545454,907,133,131,106,0.9849624060150376,0.7969924812030075,583,486,0.16151545363908276,637,999,0.3318936877076412,624,1100,0.3687562856185049,0.9292013018428112,34.5,32.4,11,26.3,67.6,3009,2983,1570,1485,1439,1498,907,954,0.3014290461947491,0.3198122695273215,0.018383223332572418,654,95,917,131,36,7,Nonmetro,0.32395665206363844,0.2047498270694028,0.18814848973945122,4337,15.700000000000003,12.4,9.6,8.9,11.4,3.3,1.5,14.3,5.9,1.4,2.4,5.3,22.7,12.6,7.3,3,14.4,2.556274821166667,1.6483894357142856,0.08326075587457492,"0,4636445",25,"2,0","ViaSat, Inc.",60
48269,King County,0.71,0.72,0.23,100,123,0.3846,0.362,0.50617284,243,120,0.1216,0.1442,0.44,0.11,Texas,1.094890475,2.189780951,7.664233685,1.736613631,1.978898287,1.664254665,1.664254665,0.364963502,0.364963502,1.824817538,0.506512308,0.698021889,0.506512308,0.506512308,NA,NA,NA,NA,0.1789355752239782,0.1055543564948749,0.09267565632699439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,0,33,45,0.18518518518518517,38,55,0.22633744855967078,1.4473684210526316,52.7,28.6,7.7,13.2,71.4,232,243,137,130,95,113,46,58,0.19827586206896552,0.23868312757201646,0.04040726550305093,NA,NA,NA,NA,NA,9,Nonmetro,0.2426470588235294,0.2426470588235294,0.22058823529411764,272,14.5,10.7,7.5,40.2,7.4,2.5,0,4.1,4.1,1.6,1.6,4.9,23,0,0,10.7,13.1,2.5704180512857144,0.6817576221428572,0.12572186268194918,"0,5096993",25,"3,0","ViaSat, Inc.",60
48271,Kinney County,0.63,0.63,0.513812155,362,548,0.3396,0.3511,0.372789116,1470,922,0.0332,0.0217,0.77,0.06,Texas,0.391280055,0.978200138,0.838457227,1.165181637,1.165181637,1.130911589,1.165181637,0.097820021,0.139742881,0.083845727,0.134084211,0.102810144,0.160901051,0.134084211,20.72470093,3.248497009,17.47620392,0.2524340602098297,0.3067467003839627,0.21731779278356597,0,345,33,30,25,0.9090909090909091,0.7575757575757576,545,38,32,32,0.8421052631578947,0.8421052631578947,568,38,32,32,0.8421052631578947,0.8421052631578947,173,142,0.10078069552874379,202,346,0.23537414965986395,216,369,0.22056186491332935,0.8875240847784199,45.7,45.6,5.5,4.2,54.4,1409,1673,944,1125,465,548,297,368,0.21078779276082327,0.2199641362821279,0.009176343521304642,221,33,495,31,-2,7,Nonmetro,0.2367057540223616,0.23943277883828742,0.25852195254976823,3667,26.599999999999994,8.2,1.5,4.4,10,0.6,0,3.9,13.9,0,3.2,2.1,17.8,8.2,6.8,29.2,8.2,0.9763419885714286,0.12189832085714286,0.1941246383443396,"0,4496285",10,"1,3","ViaSat, Inc.",60
48273,Kleberg County,0.51,0.51,0.289848812,2315,2986,0.1682,0.1756,0.192001029,15552,12566,0.0238,0.0164,1,0.23,Texas,0.025096465,0.859553933,0.056467045,2.592912674,2.592912674,2.592912674,2.592912674,0.200323567,0.203908786,0.021959407,0.259387842,0.777873814,0.259387842,0.251406687,28.08749962,18.35555077,9.731948853,0.23542219963047165,0.2991492588883846,0.3114665473187232,0.3683711622557261,7179,566,542,416,0.9575971731448764,0.734982332155477,6347,562,540,416,0.9608540925266904,0.7402135231316725,6857,550,524,392,0.9527272727272728,0.7127272727272728,1547,1452,0.08374668358518861,1658,2992,0.19238683127572018,1726,3106,0.19500251130085383,0.8609456796356121,53.1,26.2,17.2,5.1,73.8,17338,15928,14329,12746,3009,3182,2649,2828,0.15278578844157342,0.17754897036664993,0.02476318192507651,12084,489,5987,532,43,4,Nonmetro,0.16104954367666233,0.19908735332464145,0.34967405475880053,30680,20.799999999999997,17.4,7.5,9,7.3,5.2,1.7,12.4,4.4,0.9,4.9,4.2,30,10.5,4,5.5,5.2,1.6161097341428572,0.2820354207142857,0.3036022920233264,"0,5403649",25,"3,0","ViaSat, Inc.",60
48275,Knox County,0.61,0.61,0.054794521,730,770,0.3336,0.3074,0.391260163,1968,1198,0.0577,0.0839,1,0.12,Texas,1.313370109,0.84055686,2.731809855,1.60881865,1.881019235,1.564129233,1.534336329,0.236406595,0.367743611,0.919359088,0.446894113,0.627941549,0.431997608,0.446894066,10.37390041,12.7912817,-2.417381287,0.11569894426283864,0.21146931617379244,0.43541172054135896,0.25275178998271197,739,98,96,76,0.9795918367346939,0.7755102040816326,661,95,94,74,0.9894736842105263,0.7789473684210526,664,88,87,69,0.9886363636363636,0.7840909090909091,270,247,0.12209589718240237,284,486,0.24695121951219512,240,392,0.2,0.7185185185185184,53.3,31.2,12,8.4,68.8,2023,1960,1308,1191,715,769,508,552,0.25111220958971825,0.2816326530612245,0.03052044347150623,314,52,371,67,15,9,Nonmetro,0.24263100436681223,0.2134279475982533,0.22025109170305676,3664,19.5,13.7,5.9,24.6,9.5,3.4,1.9,8.7,4.6,0.4,5.8,1.5,27.6,3.9,3.7,4.4,6.9,1.6391486101428572,0.49674809,0.2538329427401755,"0,5131981",25,"3,0","ViaSat, Inc.",60
48277,Lamar County,0.5,0.5,0.132928009,7237,8199,0.2533,0.2658,0.265211063,30915,22716,0.0119,-6e-4,0.71,0.34,Texas,0.834240139,2.099705696,1.968726039,1.861478806,2.1300559039999998,1.850760102,1.856119514,0.461888254,0.473542094,0.47152701,0.448149396,0.508167267,0.424645096,0.416810298,41.06502914,40.96030045,0.104728699,0.2575823864377934,0.17808753932244278,0.23765162134811016,0.2692996650219388,16685,1184,1136,856,0.9594594594594594,0.722972972972973,17583,1227,1183,883,0.9641401792991035,0.7196414017929911,18123,1225,1180,876,0.963265306122449,0.7151020408163266,3676,3194,0.11466111430212522,3985,7080,0.22901504124211547,4011,6630,0.2111733978850809,0.7840751589277474,44.1,33.7,11.3,11.7,66.3,27856,31396,19996,22895,7860,8501,6165,6832,0.2213167719701321,0.21760733851446043,-0.003709433455671679,12621,804,16556,1005,201,5,Nonmetro,0.24087927956838284,0.23203433682986022,0.23831203995266653,49859,15.400000000000006,12.5,5.1,3.6,8.9,16.2,1.5,14.1,5.3,0.7,4.6,5.4,24.3,7.7,3.6,4.1,6.7,1.8001551714285715,0.45781848785714285,0.2356553030325713,"0,5046218",25,"3,0","ViaSat, Inc.",60
48279,Lamb County,0.55,0.56,-0.044585987,2041,1950,0.299,0.2844,0.31753786,6141,4191,0.0185,0.0331,0.62,0.14,Texas,0.272841245,1.032372236,0.862768233,1.531180382,1.44278419,1.586859703,1.572939873,0.232670009,0.221222609,0.132733569,0.267454959,0.227508396,0.253378367,0.22991742,26.72769928,15.2938385,11.43386078,0.15426525901711818,0.1590538446435362,0.1612102899194453,0.3262183102710202,2583,247,240,200,0.97165991902834,0.8097165991902834,2196,243,237,194,0.9753086419753086,0.7983539094650206,2045,231,226,179,0.9783549783549783,0.7748917748917749,711,539,0.08441660140955363,777,1148,0.1869402377462954,795,1293,0.20517296096477308,0.8683278932144469,44,34.6,17.6,4.9,65.4,6385,6302,4509,4263,1876,2039,1137,1284,0.17807361002349256,0.20374484290701364,0.025671232883521078,1750,200,1276,145,-55,6,Nonmetro,0.21267354378344838,0.22423020243543007,0.23346001706352285,12893,25.900000000000006,11.4,4.6,20.1,6.4,5,2.4,11.1,7,0.7,3,5.3,22.6,8,4.4,4,6.5,1.1859636945714287,0.223555047,0.20018692596277998,"0,4372733",15,"2,0","ViaSat, Inc.",60
48281,Lampasas County,0.54,0.54,0.478537361,2516,3720,0.3469,0.396,0.429809359,8655,4935,0.0829,0.0338,1,0.09,Texas,0.751584232,2.922827482,2.023873806,4.146452904,4.874561787,4.10068655,4.109839916,0.625980735,0.648425579,0.466669947,0.584854651,2.705768824,0.559499674,0.53752535,37.77573395,26.26319885,11.5125351,0.08570292167617677,0.07591206221623319,0.09595850590443174,0.06896793028985629,3545,377,363,304,0.9628647214854111,0.8063660477453581,4143,405,392,316,0.9679012345679012,0.7802469135802469,4289,411,396,319,0.9635036496350365,0.7761557177615572,1388,1326,0.15716486902927582,1566,2803,0.32385904101675334,1622,2897,0.32437576979061694,0.8307351723598788,46.3,23.8,13.2,18.3,76.2,8437,8931,4865,4988,3572,3943,2646,3026,0.31361858480502547,0.33881984100324714,0.025201256198221667,4653,342,3953,372,30,2,Metro,0.2684338249019974,0.2532200858689565,0.2137390330408811,21428,9.400000000000006,13.4,6.6,3.6,11.1,6.5,1.3,13,3.7,0.9,4.5,8.2,23.3,7.9,7.3,8.8,7.6,3.2756895252857143,0.8755321085714286,0.08163535502167449,"0,4794900",18,"3,0","ViaSat, Inc.",60
48283,La Salle County,0.6,0.6,0.456712673,797,1161,0.3519,0.3132,0.239233464,4853,3692,-0.1127,-0.074,0.75,0.16,Texas,0.327913642,1.106708527,1.052056313,1.491146326,1.801415443,1.435228348,1.435228348,0.106928363,0.136630684,0.150293753,0.167753967,0.136601374,0.205032621,0.186393294,NA,NA,23.94390106,0,0.09760122284944267,0.32839133131738857,0.6178377088466293,1739,111,104,71,0.9369369369369369,0.6396396396396397,1784,155,148,96,0.9548387096774194,0.6193548387096774,1812,148,140,89,0.9459459459459459,0.6013513513513513,526,399,0.09410377358490567,561,905,0.18648258808984133,592,1058,0.19909672563041023,1.0286070290823142,49.6,40,4.2,9.5,60,4240,5314,3135,4061,1105,1253,718,834,0.16933962264150942,0.1569439217162213,-0.012395700925288133,1135,60,2387,125,65,6,Nonmetro,0.1607712765957447,0.23138297872340424,0.38218085106382976,7520,31.700000000000003,9.2,4,25.2,3.4,4.5,0.6,8.2,8.5,0,2.1,5.1,22.1,12,1.9,6.5,3.9,1.2356709924285714,0.155662008,0.26095756575336515,"0,4476683",25,"2,0","ViaSat, Inc.",60
48285,Lavaca County,0.54,0.54,0.144250305,4922,5632,0.4341,0.4579,0.465685464,12094,6462,0.0316,0.0078,0.94,0.17,Texas,0.091584407,2.055561304,0.127200574,1.420454621,1.339332342,1.363636374,1.306818128,0.441732913,0.45283404,0.020352092,0.711187534,0.194426447,0.679926528,0.711187487,35.48887634,49.15745163,-13.66857529,0.15583939431321123,0.14435138841598244,0.09851739939521657,0.14505754903355642,5407,474,453,370,0.9556962025316456,0.7805907172995781,5263,471,447,363,0.9490445859872612,0.7707006369426752,5519,476,452,363,0.9495798319327731,0.7626050420168067,1758,1455,0.11763279165656075,1783,3214,0.26575161236977013,1864,3301,0.26672592113768584,0.9432776955865767,44.5,26.1,7.5,32.1,73.9,12369,12376,6632,6624,5737,5752,3338,3384,0.26986821893443286,0.2734324499030381,0.003564230968605253,7483,384,4065,455,71,6,Nonmetro,0.26798650391981743,0.21554033938672224,0.20799841222586088,20154,14.700000000000003,12.8,3.9,10.5,8.2,15.2,3.3,11.4,5.6,0.7,5.3,4.1,20.4,5.3,6.7,3.3,9.3,1.1006553928571428,0.4588067201428571,0.13594143278949167,"0,4234183",10,"1,3","SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",60
48287,Lee County,0.54,0.54,0.239086441,3459,4286,0.3862,0.3772,0.363158787,11802,7516,-0.023,-0.014,0.53,0.11,Texas,1.187776089,2.572520018,3.157454967,4.155292511,3.313266516,4.109797001,4.071883678,0.54561650799999994,0.441685587,0.567028761,0.792564545,0.550049126,0.774180377,0.792564638,40.05715942,33.67140579,6.385753632,0.20914809155205447,0.04617692263844599,0.08917523221118742,0.10801930803676166,4703,417,400,304,0.9592326139088729,0.7290167865707434,5637,423,405,312,0.9574468085106383,0.7375886524822695,6023,420,402,312,0.9571428571428572,0.7428571428571429,1191,1128,0.10298548342919749,1488,2673,0.22648703609557702,1562,2860,0.241574457302137,0.8838826409337638,37.6,24.4,16.7,17.2,75.6,10953,11839,7124,7401,3829,4438,2181,2807,0.19912352780060258,0.23709772784863586,0.037974200048033285,4651,454,5780,401,-53,6,Nonmetro,0.2673008875224781,0.24061720517431406,0.2309298683218284,17239,16.099999999999994,11.1,4.8,7,12,6.6,2.7,9.2,7.2,1.2,5.8,7.3,17,8.9,7.3,7.9,11.2,3.2239986828571428,0.6376699345714285,0.11312988860961239,"0,4776900",25,"3,0","Unified Communications, Inc.",60
48289,Leon County,0.56,0.56,0.202757502,3699,4449,0.4163,0.4248,0.456963846,9736,5287,0.0407,0.0322,0.56,0.13,Texas,1.134550571,2.109555006,2.623648405,2.976376772,5.26787281,2.97637701,2.988909006,0.442011982,0.443183839,0.484547645,0.487489067,0.493597329,0.491297571,0.506531587,24.9832859,30.57752037,-5.594234467,0.06988526834668106,0.06774515605187653,0.09655824656633442,0.18792563644084972,4261,372,360,286,0.967741935483871,0.7688172043010753,4083,337,325,255,0.9643916913946587,0.7566765578635015,4217,346,332,266,0.9595375722543352,0.7687861271676301,1412,1325,0.1321959493165719,1553,2649,0.27208299096138044,1529,2543,0.2589876769528465,0.7247932789488214,33.2,27.3,18.2,20.4,72.7,10023,9819,5746,5353,4277,4466,2507,2721,0.2501247131597326,0.27711579590589674,0.02699108274616413,2953,298,5456,320,22,8,Nonmetro,0.29441507699379454,0.20828545162031717,0.1970236727189152,17404,17.599999999999994,11.9,4.5,10.2,13.7,7.3,2.8,11.8,7,1.2,5.6,5.4,14.6,7.9,5.5,7.1,15.3,2.8681842257142858,0.47837986,0.10552857685143543,"0,4511301",10,"1,5","ViaSat, Inc.",60
48291,Liberty County,0.49,0.49,0.069390172,8445,9031,0.3351,0.3097,0.330672623,27311,18280,-0.0044,0.021,0.59,0.18,Texas,1.109442949,1.400799036,3.010254622,2.231072187,6.875237942,2.226789951,2.215656042,0.248470932,0.28117764,0.511463404,0.380267203,1.717573762,0.374272,0.372559088,25.95567131,28.28564262,-2.329971313,0.17680924258955716,0.21535609053505342,0.20800953499249095,0.2665528401024029,11846,1046,1003,772,0.9588910133843213,0.7380497131931166,12579,1072,1029,774,0.9598880597014925,0.7220149253731343,13458,1102,1059,800,0.9609800362976406,0.7259528130671506,4685,4578,0.1758739915482136,5584,8799,0.32217787704587897,6169,11031,0.37408437330439503,0.8109730668697915,37.2,24,27.3,12.1,76,26030,29488,18156,19373,7874,10115,6541,8804,0.25128697656550136,0.29856212696690176,0.0472751504014004,12343,865,11634,898,33,1,Metro,0.19920878722270713,0.25077364286604925,0.27121141704168034,88219,22.599999999999994,6.7,2.7,5.2,14.8,14.4,3.9,9.9,7.7,1.2,2.9,6.2,17.4,6.1,6.4,4,6.6,2.7241789612857144,0.5551120041428571,0.2166819270548761,"0,4299056",12,"1,3","ViaSat, Inc.",60
